Comment,Score,Wing,Sentiment
"My own summary of Meditations is available here: https://www.youtube.com/watch?v=Hu0xDtK3g3Q
Affiliates: Amazon: http://geni.us/BuyMeditations | Audible: https://geni.us/MeditationsOnAudible 
Book 1 - 0:00:11
Book 2 - 0:20:35
Book 3 - 0:37:05
Book 4 - 0:57:09
Book 5 - 1:29:00
Book 6 - 2:00:00
Book 7 - 2:33:09
Book 8 - 3:04:55
Book 9 - 3:37:20
Book 10 - 4:07:09
Book 11 - 4:38:44
Book 12 - 5:05:48
Stoicism Principles: https://geni.us/PracticalStoicism
Become a Patron: https://www.subscribestar.com/intpworld  or  https://www.patreon.com/RobinHomer",0.70795196,C,neutrally positive
Marcus has more to say about life in his foreword than most people say their entire lives.,0.83042413,C,positive
"This is so calming. I can see how having these meditations on hand could help anyone through any storm. If you__e reading this I wish you well, and hope that you too find strength to wade through your own storms.",0.93996853,C,positive
"__ive a good life. If there are gods and they are just, then they will not care how devout you have been, but will welcome you based on the virtues you have lived by. If there are gods, but unjust, then you should not want to worship them. If there are no gods, then you will be gone, but will have lived a noble life that will live on in the memories of your loved ones._
Marcus Aurelius",0.7557708,C,neutrally positive
"The fact that these were his own private thoughts not to be published, and he wrote this in Greek is just so fascinating.",0.84934324,C,positive
Whenever I am frustrated I come here to find solace in the words of Marcus Aurelius.,0.76499462,C,neutrally positive
"58:55 ""I affirm that tranquility is nothing more than the ordering of the mind.""",0.83263612,C,positive
"Meditations, next to Letters From A Stoic by Seneca, Epictetus' Art of Living and various works of Cicero fundamentally changed my life. Stoicism makes so much sense to me. It's a daily exercise. The voice work brings this to life! Masterfully done.",0.98872769,C,positive
You should do audiobook narration for business. You've got this totally mastered. Absolutely the best reading I've heard outside commercial audiobooks. Perfectly clear and easy to follow. Fits the subject like a glove.,0.96778584,C,positive
"You have done the internet a lovely service posting this. Bravo, sir. __ __ __",0.35529369,C,neutrally negative
It__ amazing how advanced humans were even 2000 years ago.  A true intellectual,0.69413322,C,neutrally positive
"My Gram gave me a double volume of the Meditations with the writings of Epictetus,I still have those works,re-read them often and have encouraged all of my children to do the same,it has served them all well and they have in turn given these writings to their children. A gift from my Gram from 60 plus years ago have borne much fruit.",0.86225235,C,positive
"__rame your thoughts like this__ou are an old person, you won__ let yourself be enslaved by this any longer, no longer pulled like a puppet by every impulse, and you__l stop complaining about your present fortune or dreading the future._",0.57340825,C,neutral
"Thank you for reuploading! This translation sounds very solid. 

Your voice is also the most appropiate for these type of imposing writings. I wish you could narrate my life during my funeral to make it sound epic. ""And thus he died, choking on his 40th donut of the day. NOT ENOUGH! said he before perishing"".",0.56509554,C,neutral
He was such a wise man. It is amazing how he wrote his meditations so long ago but they are so relevant today.,0.85019034,C,positive
"One of the few books that's worth reading over and over again. IMO, re-visiting 15 to 20 very impactful books is much more valuable than trying to read every new subject.",0.87305498,C,positive
